Area,Date,Discharged,Fatal,Hosp_require,Hosp_severe,Positive,Tested,Vaccinated_1st,Vaccinated_2nd
Fukushima,2020-04-21,15,0,,,64,1230,,
Ibaraki,2020-04-21,17,6,,,146,3571,,
Tochigi,2020-04-21,8,0,,,51,1537,,
Gunma,2020-04-21,14,9,,,131,2163,,
Saitama,2020-04-21,32,10,,,681,5119,,
Chiba,2020-04-21,80,11,,,704,4061,,
Tokyo,2020-04-21,59,19,,,3320,8435,,
Kanagawa,2020-04-21,91,19,,,816,4745,,
Niigata,2020-04-21,32,0,,,58,2217,,
Toyama,2020-04-21,8,2,,,115,1515,,
Ishikawa,2020-04-21,17,5,,,190,1181,,
Fukui,2020-04-21,26,4,,,118,1099,,
Yamanashi,2020-04-21,9,0,,,50,1703,,
Nagano,2020-04-21,6,0,,,54,1417,,
Gifu,2020-04-21,24,5,,,140,2143,,
Shizuoka,2020-04-21,12,0,,,53,2221,,
Aichi,2020-04-21,66,27,,,422,5535,,
Mie,2020-04-21,11,1,,,41,1436,,
Shiga,2020-04-21,13,1,,,76,937,,
Kyoto,2020-04-21,66,6,,,264,2883,,
Osaka,2020-04-21,253,15,,,1351,5368,,
Hyogo,2020-04-21,65,17,,,546,5714,,
Nara,2020-04-21,14,1,,,73,1020,,
Wakayama,2020-04-21,22,1,,,47,2381,,
Tottori,2020-04-21,0,0,,,3,794,,
Shimane,2020-04-21,0,0,,,16,697,,
Okayama,2020-04-21,4,0,,,19,992,,
Hiroshima,2020-04-21,12,0,,,138,3583,,
Yamaguchi,2020-04-21,15,0,,,31,1130,,
Tokushima,2020-04-21,3,0,,,5,341,,
Kagawa,2020-04-21,1,0,,,26,1273,,
Ehime,2020-04-21,9,3,,,47,893,,
Kochi,2020-04-21,22,2,,,69,1181,,
Fukuoka,2020-04-21,87,13,,,539,7311,,
Saga,2020-04-21,1,0,,,17,602,,
Nagasaki,2020-04-21,5,0,,,17,1551,,
Kumamoto,2020-04-21,7,1,,,41,2465,,
Oita,2020-04-21,19,1,,,60,2691,,
Miyazaki,2020-04-21,4,0,,,17,943,,
Kagoshima,2020-04-21,2,0,,,10,852,,
Okinawa,2020-04-21,11,3,,,125,1420,,
Hokkaido,2020-04-22,188,22,,,495,4803,,
Aomori,2020-04-22,10,0,,,22,501,,
Iwate,2020-04-22,0,0,,,0,256,,
Miyagi,2020-04-22,14,0,,,84,1438,,
Akita,2020-04-22,5,0,,,16,767,,
Yamagata,2020-04-22,17,0,,,65,1759,,
Fukushima,2020-04-22,15,0,,,65,1238,,
Ibaraki,2020-04-22,18,6,,,151,3687,,
Tochigi,2020-04-22,8,0,,,52,1560,,
Gunma,2020-04-22,14,9,,,131,2290,,
Saitama,2020-04-22,34,10,,,714,5432,,
Chiba,2020-04-22,80,11,,,725,4284,,
Tokyo,2020-04-22,59,19,,,3452,8959,,
Kanagawa,2020-04-22,111,23,,,841,4628,,
Niigata,2020-04-22,33,0,,,61,2283,,
Toyama,2020-04-22,8,2,,,115,1633,,
Ishikawa,2020-04-22,17,5,,,199,1244,,
Fukui,2020-04-22,26,4,,,119,1233,,
Yamanashi,2020-04-22,23,0,,,51,1813,,
Nagano,2020-04-22,6,0,,,56,1468,,
Gifu,2020-04-22,24,5,,,143,2197,,
Shizuoka,2020-04-22,13,0,,,57,2292,,
Aichi,2020-04-22,67,29,,,441,6033,,
Mie,2020-04-22,11,1,,,43,1494,,
Shiga,2020-04-22,13,1,,,88,971,,
Kyoto,2020-04-22,88,7,,,275,2906,,
Osaka,2020-04-22,255,17,,,1382,5798,,
Hyogo,2020-04-22,65,17,,,563,5972,,
Nara,2020-04-22,14,1,,,75,1071,,
Wakayama,2020-04-22,22,1,,,49,2422,,
Tottori,2020-04-22,0,0,,,3,823,,
Shimane,2020-04-22,0,0,,,16,719,,
Okayama,2020-04-22,4,0,,,19,908,,
Hiroshima,2020-04-22,13,0,,,139,3783,,
Yamaguchi,2020-04-22,15,0,,,31,1144,,
Tokushima,2020-04-22,3,0,,,5,353,,
Kagawa,2020-04-22,2,0,,,26,1350,,
Ehime,2020-04-22,16,3,,,47,938,,
Kochi,2020-04-22,28,2,,,70,1230,,
Fukuoka,2020-04-22,88,13,,,560,7467,,
Saga,2020-04-22,2,0,,,18,636,,
Nagasaki,2020-04-22,5,0,,,16,1612,,
Kumamoto,2020-04-22,7,1,,,41,2518,,
Oita,2020-04-22,19,1,,,60,2752,,
Miyazaki,2020-04-22,4,0,,,17,965,,
Kagoshima,2020-04-22,2,0,,,10,895,,
Okinawa,2020-04-22,11,3,,,130,1583,,
Hokkaido,2020-04-23,195,25,,,540,5112,,
Aomori,2020-04-23,14,0,,,22,506,,
Iwate,2020-04-23,0,0,,,0,271,,
Miyagi,2020-04-23,23,0,,,84,1491,,
Akita,2020-04-23,7,0,,,16,776,,
Yamagata,2020-04-23,17,0,,,65,1851,,
Fukushima,2020-04-23,17,0,,,65,1316,,
Ibaraki,2020-04-23,21,6,,,153,3887,,
Tochigi,2020-04-23,8,0,,,53,1617,,
Gunma,2020-04-23,14,9,,,138,2380,,
Saitama,2020-04-23,34,14,,,753,5630,,
Chiba,2020-04-23,82,16,,,749,4646,,
Tokyo,2020-04-23,59,19,,,3586,9361,,
Kanagawa,2020-04-23,114,24,,,880,4828,,
Niigata,2020-04-23,33,0,,,62,2354,,
Toyama,2020-04-23,8,3,,,150,1781,,
Ishikawa,2020-04-23,17,5,,,216,1338,,
Fukui,2020-04-23,26,5,,,119,1278,,
Yamanashi,2020-04-23,22,0,,,51,1862,,
Nagano,2020-04-23,8,0,,,59,1514,,
Gifu,2020-04-23,24,5,,,146,2234,,
Shizuoka,2020-04-23,13,0,,,58,2306,,
Aichi,2020-04-23,67,29,,,453,6033,,
Mie,2020-04-23,11,1,,,43,1578,,
Shiga,2020-04-23,13,1,,,92,1067,,
Kyoto,2020-04-23,93,7,,,282,3397,,
Osaka,2020-04-23,255,19,,,1417,6346,,
Hyogo,2020-04-23,67,17,,,581,6213,,
Nara,2020-04-23,14,1,,,76,1140,,
Wakayama,2020-04-23,23,1,,,50,2454,,
Tottori,2020-04-23,0,0,,,3,880,,
Shimane,2020-04-23,2,0,,,16,733,,
Okayama,2020-04-23,5,0,,,19,1015,,
Hiroshima,2020-04-23,14,1,,,142,3900,,
Yamaguchi,2020-04-23,15,0,,,31,1156,,
Tokushima,2020-04-23,3,0,,,5,368,,
Kagawa,2020-04-23,4,0,,,28,1393,,
Ehime,2020-04-23,16,3,,,47,961,,
Kochi,2020-04-23,28,2,,,71,1260,,
Fukuoka,2020-04-23,92,13,,,572,7690,,
Saga,2020-04-23,2,0,,,21,682,,
Nagasaki,2020-04-23,5,1,,,16,1676,,
Kumamoto,2020-04-23,8,1,,,43,2577,,
Oita,2020-04-23,26,1,,,60,2910,,
Miyazaki,2020-04-23,7,0,,,17,993,,
Kagoshima,2020-04-23,2,0,,,10,1017,,
Okinawa,2020-04-23,11,3,,,132,1589,,
Hokkaido,2020-04-24,196,25,,,562,5362,,
Aomori,2020-04-24,14,0,,,22,517,,
Iwate,2020-04-24,0,0,,,0,280,,
Miyagi,2020-04-24,29,0,,,84,1568,,
Akita,2020-04-24,7,0,,,16,786,,
Yamagata,2020-04-24,17,0,,,66,1947,,
Fukushima,2020-04-24,19,0,,,66,1420,,
Ibaraki,2020-04-24,24,6,,,157,4031,,
Tochigi,2020-04-24,13,0,,,53,1673,,
Gunma,2020-04-24,14,9,,,140,2434,,
Saitama,2020-04-24,34,15,,,767,5889,,
Chiba,2020-04-24,95,18,,,768,4879,,
Tokyo,2020-04-24,59,19,,,3747,9827,,
Kanagawa,2020-04-24,123,24,,,912,5075,,
Niigata,2020-04-24,33,0,,,65,2491,,
Toyama,2020-04-24,9,3,,,163,1885,,
Ishikawa,2020-04-24,16,5,,,222,1424,,
Fukui,2020-04-24,34,5,,,120,1313,,
Yamanashi,2020-04-24,22,0,,,51,1922,,
Nagano,2020-04-24,8,0,,,67,1548,,
Gifu,2020-04-24,24,7,,,146,2272,,
Shizuoka,2020-04-24,13,0,,,59,2366,,
Aichi,2020-04-24,66,30,,,474,6272,,
Mie,2020-04-24,11,1,,,45,1653,,
Shiga,2020-04-24,13,1,,,93,1141,,
Kyoto,2020-04-24,93,7,,,286,3614,,
Osaka,2020-04-24,246,25,,,1448,6895,,
Hyogo,2020-04-24,68,17,,,605,6463,,
Nara,2020-04-24,14,1,,,76,1173,,
Wakayama,2020-04-24,23,1,,,52,2526,,
Tottori,2020-04-24,0,0,,,3,929,,
Shimane,2020-04-24,2,0,,,16,750,,
Okayama,2020-04-24,5,0,,,20,1041,,
Hiroshima,2020-04-24,14,1,,,142,4239,,
Yamaguchi,2020-04-24,16,0,,,31,1217,,
Tokushima,2020-04-24,3,0,,,5,386,,
Kagawa,2020-04-24,4,0,,,28,1427,,
Ehime,2020-04-24,20,3,,,47,1002,,
Kochi,2020-04-24,28,2,,,71,1294,,
Fukuoka,2020-04-24,136,15,,,584,7963,,
Saga,2020-04-24,6,0,,,32,711,,
Nagasaki,2020-04-24,6,1,,,16,1728,,
Kumamoto,2020-04-24,9,1,,,43,2623,,
Oita,2020-04-24,26,1,,,60,2910,,
Miyazaki,2020-04-24,7,0,,,17,1010,,
Kagoshima,2020-04-24,3,0,,,10,1109,,
Okinawa,2020-04-24,11,4,,,133,1715,,
Hokkaido,2020-04-25,201,25,,,601,5362,,
Aomori,2020-04-25,14,0,,,22,526,,
Iwate,2020-04-25,0,0,,,0,288,,
Miyagi,2020-04-25,31,0,,,85,1568,,
Akita,2020-04-25,7,0,,,16,786,,
Yamagata,2020-04-25,32,0,,,66,1947,,
Fukushima,2020-04-25,19,0,,,68,1491,,
Ibaraki,2020-04-25,24,6,,,158,4031,,
Tochigi,2020-04-25,13,0,,,52,1673,,
Gunma,2020-04-25,14,9,,,140,2440,,
Saitama,2020-04-25,34,15,,,786,6110,,
Chiba,2020-04-25,97,19,,,778,5028,,
Tokyo,2020-04-25,59,19,,,3850,9827,,
Kanagawa,2020-04-25,120,25,,,943,5075,,
Niigata,2020-04-25,33,0,,,65,2491,,
Toyama,2020-04-25,9,3,,,175,1885,,
Ishikawa,2020-04-25,16,5,,,224,1424,,
Fukui,2020-04-25,33,5,,,120,1313,,
Yamanashi,2020-04-25,22,0,,,51,1922,,
Nagano,2020-04-25,8,0,,,66,1552,,
Gifu,2020-04-25,36,7,,,146,2272,,
Shizuoka,2020-04-25,13,0,,,62,2366,,
Aichi,2020-04-25,66,30,,,475,6488,,
Mie,2020-04-25,16,1,,,45,1653,,
Shiga,2020-04-25,22,1,,,94,1141,,
Kyoto,2020-04-25,137,7,,,290,3614,,
Osaka,2020-04-25,246,27,,,1477,6900,,
Hyogo,2020-04-25,72,17,,,619,6641,,
Nara,2020-04-25,14,1,,,76,1173,,
Wakayama,2020-04-25,24,1,,,57,2528,,
Tottori,2020-04-25,1,0,,,3,943,,
Shimane,2020-04-25,2,0,,,16,750,,
Okayama,2020-04-25,5,0,,,21,1041,,
Hiroshima,2020-04-25,14,1,,,143,4245,,
Yamaguchi,2020-04-25,18,0,,,31,1233,,
Tokushima,2020-04-25,3,0,,,5,386,,
Kagawa,2020-04-25,5,0,,,28,1427,,
Ehime,2020-04-25,20,3,,,47,1002,,
Kochi,2020-04-25,28,2,,,72,1302,,
Fukuoka,2020-04-25,138,15,,,595,7983,,
Saga,2020-04-25,6,0,,,36,711,,
Nagasaki,2020-04-25,6,1,,,16,1728,,
Kumamoto,2020-04-25,9,1,,,43,2623,,
Oita,2020-04-25,26,1,,,60,2910,,
Miyazaki,2020-04-25,7,0,,,17,1010,,
Kagoshima,2020-04-25,3,0,,,10,1109,,
Okinawa,2020-04-25,11,4,,,133,1715,,
Hokkaido,2020-04-26,202,25,,,615,5362,,
Aomori,2020-04-26,14,0,,,22,540,,
Iwate,2020-04-26,0,0,,,0,300,,
Miyagi,2020-04-26,31,0,,,85,1568,,
Akita,2020-04-26,7,0,,,16,786,,
Yamagata,2020-04-26,32,0,,,66,1947,,
Fukushima,2020-04-26,19,0,,,69,1585,,
Ibaraki,2020-04-26,24,6,,,161,4031,,
Tochigi,2020-04-26,13,0,,,52,1673,,
Gunma,2020-04-26,15,9,,,141,2448,,
Saitama,2020-04-26,36,16,,,806,6256,,
Chiba,2020-04-26,97,19,,,786,5163,,
Tokyo,2020-04-26,59,19,,,3922,9827,,
Kanagawa,2020-04-26,120,26,,,959,5075,,
Niigata,2020-04-26,32,0,,,69,2491,,
Toyama,2020-04-26,9,3,,,177,1885,,
Ishikawa,2020-04-26,16,5,,,229,1424,,
Fukui,2020-04-26,33,5,,,121,1313,,
Yamanashi,2020-04-26,22,0,,,51,1922,,
Nagano,2020-04-26,17,0,,,66,1553,,
Gifu,2020-04-26,57,7,,,146,2272,,
Shizuoka,2020-04-26,13,0,,,63,2366,,
Aichi,2020-04-26,66,30,,,476,6488,,
Mie,2020-04-26,16,1,,,45,1653,,
Shiga,2020-04-26,22,1,,,94,1141,,
Kyoto,2020-04-26,142,7,,,294,3614,,
Osaka,2020-04-26,252,27,,,1493,6937,,
Hyogo,2020-04-26,77,17,,,627,6831,,
Nara,2020-04-26,14,1,,,76,1173,,
Wakayama,2020-04-26,27,1,,,58,2563,,
Tottori,2020-04-26,1,0,,,3,971,,
Shimane,2020-04-26,2,0,,,22,757,,
Okayama,2020-04-26,5,0,,,22,1041,,
Hiroshima,2020-04-26,15,1,,,145,4245,,
Yamaguchi,2020-04-26,18,0,,,31,1251,,
Tokushima,2020-04-26,3,0,,,5,386,,
Kagawa,2020-04-26,5,0,,,28,1427,,
Ehime,2020-04-26,24,3,,,47,1002,,
Kochi,2020-04-26,28,2,,,73,1344,,
Fukuoka,2020-04-26,148,15,,,606,8000,,
Saga,2020-04-26,6,0,,,36,750,,
Nagasaki,2020-04-26,6,1,,,16,1728,,
Kumamoto,2020-04-26,11,1,,,45,2623,,
Oita,2020-04-26,26,1,,,60,2910,,
Miyazaki,2020-04-26,8,0,,,17,1010,,
Kagoshima,2020-04-26,3,0,,,10,1109,,
Okinawa,2020-04-26,11,4,,,133,1715,,
Hokkaido,2020-04-27,202,26,,,650,6149,,
Aomori,2020-04-27,14,0,,,23,580,,
Iwate,2020-04-27,0,0,,,0,302,,
Miyagi,2020-04-27,32,0,,,86,1714,,
Akita,2020-04-27,7,0,,,16,818,,
Yamagata,2020-04-27,38,0,,,66,2052,,
Fukushima,2020-04-27,19,0,,,69,1634,,
Ibaraki,2020-04-27,31,6,,,161,4273,,
Tochigi,2020-04-27,13,0,,,54,1826,,
Gunma,2020-04-27,15,9,,,146,2589,,
Saitama,2020-04-27,42,16,,,823,6368,,
Chiba,2020-04-27,98,23,,,793,5512,,
Tokyo,2020-04-27,59,19,,,3961,10702,,
Kanagawa,2020-04-27,122,27,,,965,5439,,
Niigata,2020-04-27,32,0,,,69,2578,,
Toyama,2020-04-27,9,3,,,181,2102,,
Ishikawa,2020-04-27,16,5,,,236,1703,,
Fukui,2020-04-27,63,6,,,121,1462,,
Yamanashi,2020-04-27,22,0,,,51,2072,,
Nagano,2020-04-27,17,0,,,66,1680,,
Gifu,2020-04-27,57,7,,,146,2763,,
Shizuoka,2020-04-27,13,0,,,64,2547,,
Aichi,2020-04-27,66,30,,,477,6890,,
Mie,2020-04-27,16,1,,,45,1799,,
Shiga,2020-04-27,22,1,,,94,1209,,
Kyoto,2020-04-27,140,8,,,309,3894,,
Osaka,2020-04-27,260,32,,,1523,7380,,
Hyogo,2020-04-27,85,17,,,629,6922,,
Nara,2020-04-27,14,1,,,78,1329,,
Wakayama,2020-04-27,27,1,,,59,2837,,
Tottori,2020-04-27,1,0,,,3,982,,
Shimane,2020-04-27,2,0,,,22,790,,
Okayama,2020-04-27,5,0,,,22,1129,,
Hiroshima,2020-04-27,16,1,,,145,4556,,
Yamaguchi,2020-04-27,18,0,,,32,1225,,
Tokushima,2020-04-27,3,0,,,5,423,,
Kagawa,2020-04-27,5,0,,,28,1512,,
Ehime,2020-04-27,24,3,,,47,1024,,
Kochi,2020-04-27,28,2,,,73,1362,,
Fukuoka,2020-04-27,161,16,,,615,8611,,
Saga,2020-04-27,6,0,,,36,912,,
Nagasaki,2020-04-27,8,1,,,16,1851,,
Kumamoto,2020-04-27,12,1,,,45,2912,,
Oita,2020-04-27,27,1,,,60,3039,,
Miyazaki,2020-04-27,9,0,,,17,1053,,
Kagoshima,2020-04-27,4,0,,,10,1176,,
Okinawa,2020-04-27,23,4,,,137,1896,,
Hokkaido,2020-04-28,202,26,,,688,6312,,
Aomori,2020-04-28,14,0,,,26,598,,
Iwate,2020-04-28,0,0,,,0,314,,
Miyagi,2020-04-28,32,0,,,87,1744,,
Akita,2020-04-28,7,0,,,16,827,,
Yamagata,2020-04-28,38,0,,,66,2103,,
Fukushima,2020-04-28,19,0,,,70,1664,,
Ibaraki,2020-04-28,31,6,,,162,4473,,
Tochigi,2020-04-28,13,0,,,54,1857,,
Gunma,2020-04-28,15,11,,,146,2596,,
Saitama,2020-04-28,42,15,,,828,7007,,
Chiba,2020-04-28,101,23,,,801,5636,,
Tokyo,2020-04-28,59,19,,,4073,10702,,
Kanagawa,2020-04-28,150,29,,,975,5536,,
Niigata,2020-04-28,32,0,,,75,2775,,
Toyama,2020-04-28,9,3,,,190,2137,,
Ishikawa,2020-04-28,22,5,,,245,1796,,
Fukui,2020-04-28,63,6,,,122,1588,,
Yamanashi,2020-04-28,23,0,,,52,2117,,
Nagano,2020-04-28,17,0,,,66,1703,,
Gifu,2020-04-28,65,7,,,146,2362,,
Shizuoka,2020-04-28,24,0,,,67,2635,,
Aichi,2020-04-28,66,31,,,482,7027,,
Mie,2020-04-28,16,1,,,45,1835,,
Shiga,2020-04-28,22,1,,,94,1246,,
Kyoto,2020-04-28,140,8,,,313,3950,,
Osaka,2020-04-28,274,36,,,1555,7799,,
Hyogo,2020-04-28,80,17,,,636,7063,,
Nara,2020-04-28,14,1,,,80,1397,,
Wakayama,2020-04-28,27,2,,,60,2904,,
Tottori,2020-04-28,1,0,,,3,1003,,
Shimane,2020-04-28,2,0,,,23,797,,
Okayama,2020-04-28,5,0,,,22,1141,,
Hiroshima,2020-04-28,20,1,,,149,4610,,
Yamaguchi,2020-04-28,23,0,,,32,1239,,
Tokushima,2020-04-28,3,0,,,5,440,,
Kagawa,2020-04-28,6,0,,,28,1537,,
Ehime,2020-04-28,24,3,,,47,1043,,
Kochi,2020-04-28,28,3,,,73,1368,,
Fukuoka,2020-04-28,170,16,,,619,8721,,
Saga,2020-04-28,6,0,,,37,930,,
Nagasaki,2020-04-28,9,1,,,16,1911,,
Kumamoto,2020-04-28,12,1,,,45,3002,,
Oita,2020-04-28,27,1,,,60,3065,,
Miyazaki,2020-04-28,10,0,,,17,1068,,
Kagoshima,2020-04-28,4,0,,,10,1199,,
Okinawa,2020-04-28,24,4,,,141,1918,,
Hokkaido,2020-04-29,209,26,,,726,6312,,
Aomori,2020-04-29,14,0,,,26,613,,
Iwate,2020-04-29,0,0,,,0,314,,
Miyagi,2020-04-29,32,0,,,88,1744,,
Akita,2020-04-29,7,0,,,16,827,,
Yamagata,2020-04-29,38,0,,,68,2103,,
Fukushima,2020-04-29,19,0,,,72,1664,,
Ibaraki,2020-04-29,33,6,,,162,4473,,
Tochigi,2020-04-29,13,0,,,54,1857,,
Gunma,2020-04-29,15,15,,,146,2596,,
Saitama,2020-04-29,49,15,,,843,7007,,
Chiba,2020-04-29,102,23,,,806,5753,,
Tokyo,2020-04-29,59,19,,,4120,10702,,
Kanagawa,2020-04-29,150,31,,,1002,5536,,
Niigata,2020-04-29,32,0,,,75,2775,,
Toyama,2020-04-29,9,3,,,190,2137,,
Ishikawa,2020-04-29,22,6,,,250,1796,,
Fukui,2020-04-29,64,7,,,122,1588,,
Yamanashi,2020-04-29,24,0,,,52,2117,,
Nagano,2020-04-29,17,0,,,66,1703,,
Gifu,2020-04-29,65,7,,,146,2362,,
Shizuoka,2020-04-29,24,0,,,68,2635,,
Aichi,2020-04-29,67,31,,,486,7036,,
Mie,2020-04-29,19,1,,,45,1835,,
Shiga,2020-04-29,35,1,,,96,1246,,
Kyoto,2020-04-29,156,9,,,316,3950,,
Osaka,2020-04-29,281,37,,,1599,8186,,
Hyogo,2020-04-29,81,17,,,642,7076,,
Nara,2020-04-29,14,1,,,82,1397,,
Wakayama,2020-04-29,28,2,,,60,2906,,
Tottori,2020-04-29,1,0,,,3,1003,,
Shimane,2020-04-29,3,0,,,23,806,,
Okayama,2020-04-29,5,0,,,23,1141,,
Hiroshima,2020-04-29,20,1,,,153,4610,,
Yamaguchi,2020-04-29,24,0,,,32,1265,,
Tokushima,2020-04-29,3,0,,,5,440,,
Kagawa,2020-04-29,7,0,,,28,1537,,
Ehime,2020-04-29,24,3,,,47,1043,,
Kochi,2020-04-29,28,3,,,74,1398,,
Fukuoka,2020-04-29,170,17,,,639,8736,,
Saga,2020-04-29,6,0,,,38,950,,
Nagasaki,2020-04-29,9,1,,,17,1911,,
Kumamoto,2020-04-29,12,1,,,47,3002,,
Oita,2020-04-29,28,1,,,60,3065,,
Miyazaki,2020-04-29,10,0,,,17,1068,,
Kagoshima,2020-04-29,4,0,,,10,1199,,
Okinawa,2020-04-29,24,4,,,141,1918,,
Hokkaido,2020-04-30,209,27,,,767,6892,,
Aomori,2020-04-30,14,0,,,26,639,,
Iwate,2020-04-30,0,0,,,0,343,,
Miyagi,2020-04-30,32,0,,,88,1885,,
Akita,2020-04-30,7,0,,,16,850,,
Yamagata,2020-04-30,38,0,,,68,2159,,
Fukushima,2020-04-30,19,0,,,73,1812,,
Ibaraki,2020-04-30,35,7,,,163,4623,,
Tochigi,2020-04-30,16,0,,,54,2010,,
Gunma,2020-04-30,15,15,,,146,1630,,
Saitama,2020-04-30,49,17,,,851,7818,,
Chiba,2020-04-30,103,24,,,810,6141,,
Tokyo,2020-04-30,59,19,,,4166,10981,,
Kanagawa,2020-04-30,168,32,,,1028,5871,,
Niigata,2020-04-30,32,0,,,75,2903,,
Toyama,2020-04-30,9,7,,,202,2535,,
Ishikawa,2020-04-30,22,6,,,251,1937,,
Fukui,2020-04-30,69,8,,,122,1696,,
Yamanashi,2020-04-30,24,0,,,52,2292,,
Nagano,2020-04-30,17,0,,,66,1798,,
Gifu,2020-04-30,65,7,,,146,2400,,
Shizuoka,2020-04-30,24,1,,,72,2736,,
Aichi,2020-04-30,75,32,,,488,7327,,
Mie,2020-04-30,19,1,,,45,1903,,
Shiga,2020-04-30,35,1,,,96,1289,,
Kyoto,2020-04-30,156,9,,,319,4177,,
Osaka,2020-04-30,551,41,,,1627,8965,,
Hyogo,2020-04-30,81,17,,,645,7481,,
Nara,2020-04-30,14,1,,,82,1508,,
Wakayama,2020-04-30,28,2,,,62,3033,,
Tottori,2020-04-30,1,0,,,3,1048,,
Shimane,2020-04-30,7,0,,,23,820,,
Okayama,2020-04-30,10,0,,,23,1196,,
Hiroshima,2020-04-30,29,2,,,155,4959,,
Yamaguchi,2020-04-30,24,0,,,32,1285,,
Tokushima,2020-04-30,3,0,,,5,459,,
Kagawa,2020-04-30,7,0,,,28,1613,,
Ehime,2020-04-30,25,3,,,47,1095,,
Kochi,2020-04-30,28,3,,,74,1439,,
Fukuoka,2020-04-30,170,17,,,642,9254,,
Saga,2020-04-30,7,0,,,41,1027,,
Nagasaki,2020-04-30,9,1,,,17,2008,,
Kumamoto,2020-04-30,13,1,,,47,3148,,
Oita,2020-04-30,30,1,,,60,3157,,
Miyazaki,2020-04-30,11,0,,,17,1105,,
Kagoshima,2020-04-30,4,0,,,10,1260,,
Okinawa,2020-04-30,24,4,,,142,2113,,
Hokkaido,2020-05-01,248,29,,,790,7054,,
Aomori,2020-05-01,14,0,,,26,643,,
Iwate,2020-05-01,0,0,,,0,343,,
Miyagi,2020-05-01,50,0,,,88,1910,,
Akita,2020-05-01,13,0,,,16,852,,
Yamagata,2020-05-01,48,0,,,68,2246,,
Fukushima,2020-05-01,19,0,,,74,1844,,
Ibaraki,2020-05-01,35,7,,,165,4835,,
Tochigi,2020-05-01,16,0,,,54,2015,,
Gunma,2020-05-01,15,15,,,146,1654,,
Saitama,2020-05-01,52,17,,,857,8050,,
Chiba,2020-05-01,105,25,,,816,6374,,
Tokyo,2020-05-01,59,19,,,4331,11254,,
Kanagawa,2020-05-01,172,32,,,1042,6002,,
Niigata,2020-05-01,32,0,,,77,3044,,
Toyama,2020-05-01,9,7,,,201,2392,,
Ishikawa,2020-05-01,23,7,,,254,1977,,
Fukui,2020-05-01,69,8,,,122,1771,,
Yamanashi,2020-05-01,29,0,,,54,2358,,
Nagano,2020-05-01,17,0,,,66,1818,,
Gifu,2020-05-01,70,6,,,149,2404,,
Shizuoka,2020-05-01,24,1,,,73,2780,,
Aichi,2020-05-01,75,32,,,491,7403,,
Mie,2020-05-01,19,1,,,45,1938,,
Shiga,2020-05-01,35,1,,,96,1314,,
Kyoto,2020-05-01,159,10,,,323,4343,,
Osaka,2020-05-01,555,44,,,1641,12492,,
Hyogo,2020-05-01,83,18,,,650,7621,,
Nara,2020-05-01,14,1,,,85,1605,,
Wakayama,2020-05-01,28,2,,,62,3077,,
Tottori,2020-05-01,1,0,,,3,1603,,
Shimane,2020-05-01,7,0,,,23,830,,
Okayama,2020-05-01,10,0,,,23,1131,,
Hiroshima,2020-05-01,29,2,,,156,5021,,
Yamaguchi,2020-05-01,24,0,,,34,1290,,
Tokushima,2020-05-01,3,0,,,5,469,,
Kagawa,2020-05-01,7,0,,,28,1643,,
Ehime,2020-05-01,25,3,,,47,1116,,
Kochi,2020-05-01,49,3,,,74,1446,,
Fukuoka,2020-05-01,170,17,,,645,9400,,
Saga,2020-05-01,7,0,,,42,1077,,
Nagasaki,2020-05-01,9,1,,,17,2050,,
Kumamoto,2020-05-01,13,1,,,47,3178,,
Oita,2020-05-01,31,1,,,60,3175,,
Miyazaki,2020-05-01,11,0,,,17,1122,,
Kagoshima,2020-05-01,4,0,,,10,1287,,
Okinawa,2020-05-01,24,4,,,142,2155,,
Hokkaido,2020-05-02,248,29,,,823,7054,,
Aomori,2020-05-02,14,0,,,26,643,,
Iwate,2020-05-02,0,0,,,0,350,,
Miyagi,2020-05-02,61,0,,,88,1910,,
Akita,2020-05-02,13,0,,,16,852,,
Yamagata,2020-05-02,50,0,,,68,2246,,
Fukushima,2020-05-02,19,0,,,75,1844,,
Ibaraki,2020-05-02,38,7,,,165,4835,,
Tochigi,2020-05-02,16,0,,,54,2015,,
Gunma,2020-05-02,15,15,,,146,1654,,
Saitama,2020-05-02,52,17,,,878,8778,,
Chiba,2020-05-02,105,25,,,823,6374,,
Tokyo,2020-05-02,59,19,,,4491,11691,,
Kanagawa,2020-05-02,177,33,,,1060,6002,,
Niigata,2020-05-02,32,0,,,77,3044,,
Toyama,2020-05-02,38,9,,,209,2392,,
Ishikawa,2020-05-02,23,13,,,260,1977,,
Fukui,2020-05-02,75,8,,,122,1771,,
Yamanashi,2020-05-02,29,0,,,55,2358,,
Nagano,2020-05-02,23,0,,,69,1818,,
Gifu,2020-05-02,79,6,,,150,2404,,
Shizuoka,2020-05-02,24,1,,,73,2780,,
Aichi,2020-05-02,75,33,,,491,7403,,
Mie,2020-05-02,19,1,,,45,1938,,
Shiga,2020-05-02,35,1,,,96,1314,,
Kyoto,2020-05-02,168,11,,,328,4343,,
Osaka,2020-05-02,557,45,,,1658,12492,,
Hyogo,2020-05-02,86,18,,,654,7891,,
Nara,2020-05-02,38,1,,,86,1605,,
Wakayama,2020-05-02,31,2,,,62,3077,,
Tottori,2020-05-02,1,0,,,3,1092,,
Shimane,2020-05-02,7,0,,,23,830,,
Okayama,2020-05-02,10,0,,,23,1131,,
